Order_ID,Order_Date,Retailer_ID,Product_SKU,Sum of Product_Price,Sum of Product_Cost,Sum of Order_Quantity,Sum of Sales_Amount,Sum of Cost_of_Goods_Sold,Sum of Product_Discount,Sum of Profit,Sum of Profit_Margin
114,2018-01-14 00:00:00,754,MH08-L-Purple,21,12.38,46,966,569.48,0.5333333333333333,396.52,0.41047619047619044
115,2018-01-14 00:00:00,43,MH08-L-Red,29,8.18,41,1189,335.38,0.2926829268292683,853.62,0.7179310344827586
116,2018-01-14 00:00:00,392,MH04-S-Yellow,34,18.220000000000002,30,1020,546.6,0.24444444444444444,473.4,0.4641176470588235
117,2018-01-14 00:00:00,710,MH08-M-Brown,30,12.67,37,1110,468.79,0.0625,641.21,0.5776666666666667
118,2018-01-14 00:00:00,465,MH08-M-Purple,39,15.06,35,1365,527.1,0.13333333333333333,837.9,0.6138461538461538
119,2018-01-14 00:00:00,176,MH08-M-Red,39,11.9,2,78,23.8,0.07142857142857142,54.2,0.694871794871795
120,2018-01-14 00:00:00,736,MH08-S-Brown,39,18.93,20,780,378.6,0.13333333333333333,401.4,0.5146153846153846
121,2018-01-14 00:00:00,11,MH08-S-Purple,39,13.74,36,1404,494.64,0.07142857142857142,909.36,0.6476923076923077
122,2018-01-15 00:00:00,565,MH08-S-Red,33,12.71,11,363,139.81,0.1951219512195122,223.19,0.6148484848484849
123,2018-01-15 00:00:00,693,MH08-XL-Brown,29,17.7,3,87,53.1,0.2564102564102564,33.9,0.3896551724137931
124,2018-01-15 00:00:00,304,MH08-XL-Purple,36,7.92,13,468,102.96,0.02702702702702703,365.04,0.78
125,2018-01-15 00:00:00,197,MH08-XL-Red,30,19.200000000000003,18,540,345.6,0.03225806451612903,194.39999999999998,0.35999999999999993
126,2018-01-15 00:00:00,642,MH08-XS-Brown,26,13.34,39,1014,520.26,0.3953488372093023,493.74,0.48692307692307696
127,2018-01-15 00:00:00,730,MH08-XS-Purple,20,10.23,25,500,255.75,0.5238095238095238,244.25,0.4885
128,2018-01-15 00:00:00,187,MH08-XS-Red,27,15.05,40,1080,602,0.37209302325581395,478,0.4425925925925926
129,2018-01-15 00:00:00,480,MH09-S-Pink,30,9.79,26,780,254.54,0.25,525.46,0.6736666666666667
130,2018-01-15 00:00:00,103,MH09-L-Blue,43,23.650000000000002,46,1978,1087.9,0,890.0999999999999,0.44999999999999996
131,2018-01-15 00:00:00,739,MH09-L-Green,41,14.01,24,984,336.24,0,647.76,0.6582926829268293
132,2018-01-15 00:00:00,137,MH09-L-Red,27,20,33,891,660,0.37209302325581395,231,0.25925925925925924
133,2018-01-15 00:00:00,744,MH09-M-Blue,24,14.17,3,72,42.51,0.4666666666666667,29.490000000000002,0.40958333333333335
134,2018-01-16 00:00:00,729,MH09-M-Green,31,11.549999999999999,17,527,196.35,0.29545454545454547,330.65,0.6274193548387096
135,2018-01-16 00:00:00,415,MH09-M-Red,21,10.1,29,609,292.9,0.43243243243243246,316.1,0.5190476190476191
136,2018-01-16 00:00:00,730,MH09-S-Blue,44,25.68,25,1100,642,0,458,0.4163636363636364
137,2018-01-16 00:00:00,386,MH09-S-Green,39,21.84,50,1950,1092,0.11363636363636363,858,0.44
138,2018-01-16 00:00:00,593,MH09-S-Red,26,7.3999999999999995,12,312,88.8,0.4222222222222222,223.2,0.7153846153846154
139,2018-01-16 00:00:00,525,MH08-XS-Brown,38,13.34,20,760,266.8,0.11627906976744186,493.2,0.6489473684210526
140,2018-01-16 00:00:00,747,MH09-XL-Blue,38,17.49,47,1786,822.03,0.15555555555555556,963.97,0.5397368421052632
141,2018-01-17 00:00:00,148,MH09-XL-Green,45,22.32,18,810,401.76,0,408.24,0.504
142,2018-01-17 00:00:00,261,MH09-XL-Red,34,12.8,18,612,230.4,0.15,381.6,0.6235294117647059
143,2018-01-17 00:00:00,482,MH09-XS-Blue,39,15.600000000000001,41,1599,639.6,0.07142857142857142,959.4,0.6
144,2018-01-17 00:00:00,318,MH09-XS-Green,35,14.26,5,175,71.3,0.2222222222222222,103.7,0.5925714285714286
145,2018-01-18 00:00:00,330,MH09-XS-Red,32,19.2,27,864,518.4,0.15789473684210525,345.6,0.4
146,2018-01-18 00:00:00,693,MH10-S-Pink,36,23.040000000000003,36,1296,829.44,0.14285714285714285,466.55999999999995,0.35999999999999993
147,2018-01-19 00:00:00,729,MH10-L-Black,33,11.24,41,1353,460.84,0.1951219512195122,892.1600000000001,0.6593939393939394
148,2018-01-19 00:00:00,339,MH10-L-Blue,29,11.07,40,1160,442.8,0.35555555555555557,717.2,0.6182758620689656
149,2018-01-19 00:00:00,462,MH03-M-Black,25,16.16,34,850,549.44,0.4318181818181818,300.55999999999995,0.3535999999999999
150,2018-01-19 00:00:00,321,MH10-L-Red,28,13.83,36,1008,497.88,0.36363636363636365,510.12,0.5060714285714286
151,2018-01-19 00:00:00,39,MH10-M-Black,27,11.959999999999999,40,1080,478.4,0.38636363636363635,601.6,0.5570370370370371
152,2018-01-19 00:00:00,724,MH10-M-Blue,26,10.61,19,494,201.59,0.3333333333333333,292.40999999999997,0.5919230769230769
153,2018-01-19 00:00:00,536,MH10-M-Red,26,18.22,33,858,601.26,0.4090909090909091,256.74,0.29923076923076924
154,2018-01-19 00:00:00,706,MH06-S-Red,34,14.92,16,544,238.72,0.24444444444444444,305.28,0.5611764705882353
155,2018-01-19 00:00:00,593,MH10-S-Black,43,19.99,4,172,79.96,0.022727272727272728,92.04,0.5351162790697674
156,2018-01-19 00:00:00,30,MH03-XS-Green,39,12.26,36,1404,441.36,0.04878048780487805,962.64,0.6856410256410256
157,2018-01-19 00:00:00,785,MH10-S-Blue,24,15.840000000000002,37,888,586.08,0.38461538461538464,301.91999999999996,0.33999999999999997
158,2018-01-19 00:00:00,609,MH04-L-White,33,8.91,46,1518,409.86,0.26666666666666666,1108.1399999999999,0.7299999999999999
159,2018-01-19 00:00:00,456,MH10-S-Red,33,22.83,33,1089,753.39,0.26666666666666666,335.61,0.30818181818181817
160,2018-01-19 00:00:00,168,MH10-XL-Black,40,11.04,12,480,132.48,0.1111111111111111,347.52,0.724
161,2018-01-20 00:00:00,660,MH10-XL-Blue,28,10.37,25,700,259.25,0.3170731707317073,440.75,0.6296428571428572
162,2018-01-20 00:00:00,183,MH10-XL-Red,34,13.47,9,306,121.23,0.22727272727272727,184.76999999999998,0.6038235294117646
163,2018-01-20 00:00:00,518,MH10-XS-Black,39,13.32,6,234,79.92,0,154.07999999999998,0.6584615384615384
164,2018-01-20 00:00:00,4,MH10-XS-Blue,30,15.280000000000001,49,1470,748.72,0.2857142857142857,721.28,0.49066666666666664
165,2018-01-20 00:00:00,536,MH10-XS-Red,36,18.220000000000002,39,1404,710.58,0.16279069767441862,693.42,0.4938888888888889
166,2018-01-20 00:00:00,72,MH11-S-Pink,33,14.87,44,1452,654.28,0.25,797.72,0.5493939393939394
167,2018-01-20 00:00:00,100,MH02-XL-Black,26,16.3,27,702,440.1,0.38095238095238093,261.9,0.37307692307692303
168,2018-01-20 00:00:00,456,MH11-L-Orange,30,13.8,36,1080,496.8,0,583.2,0.54
169,2018-01-20 00:00:00,319,MH11-L-Red,30,16.08,32,960,514.56,0.3333333333333333,445.44000000000005,0.4640000000000001
170,2018-01-20 00:00:00,667,MH11-L-White,41,15.100000000000001,13,533,196.3,0.046511627906976744,336.7,0.6317073170731707
171,2018-01-21 00:00:00,631,MH11-M-Orange,28,16.39,18,504,295.02,0.36363636363636365,208.98000000000002,0.4146428571428572
172,2018-01-21 00:00:00,716,MH11-M-Red,38,16.580000000000002,42,1596,696.36,0.02564102564102564,899.64,0.5636842105263158
173,2018-01-21 00:00:00,372,MH09-L-Red,43,20,18,774,360,0,414,0.5348837209302325
174,2018-01-22 00:00:00,240,MH11-M-White,44,13.28,30,1320,398.4,0.022222222222222223,921.6,0.6981818181818182
175,2018-01-22 00:00:00,470,MH05-M-White,29,15.43,24,696,370.32,0.30952380952380953,325.68,0.46793103448275863
176,2018-01-22 00:00:00,133,MH11-S-Orange,43,19.16,21,903,402.36,0.044444444444444446,500.64,0.5544186046511628
177,2018-01-22 00:00:00,233,MH07-S-White,21,11.73,5,105,58.65,0.475,46.35,0.44142857142857145
178,2018-01-22 00:00:00,318,MH03-M-Black,41,16.16,23,943,371.68,0.06818181818181818,571.3199999999999,0.6058536585365853
179,2018-01-23 00:00:00,18,MH11-S-Red,44,11.44,15,660,171.6,0.022222222222222223,488.4,0.74
180,2018-01-23 00:00:00,760,MH11-S-White,44,12.75,4,176,51,0.022222222222222223,125,0.7102272727272727
181,2018-01-24 00:00:00,232,MH11-XL-Orange,23,10.81,49,1127,529.69,0.4523809523809524,597.31,0.5299999999999999
182,2018-01-24 00:00:00,218,MH11-XL-Red,33,18.16,5,165,90.8,0.25,74.2,0.4496969696969697
183,2018-01-24 00:00:00,745,MH09-XL-Red,38,12.799999999999999,39,1482,499.2,0.05,982.8,0.6631578947368421
184,2018-01-24 00:00:00,622,MH11-XL-White,22,12.729999999999999,30,660,381.9,0.5111111111111111,278.1,0.4213636363636364
185,2018-01-24 00:00:00,560,MH11-XS-Orange,43,16.34,31,1333,506.54,0,826.46,0.62
186,2018-01-24 00:00:00,349,MH11-XS-Red,35,14.32,24,840,343.68,0.20454545454545456,496.32,0.5908571428571429
187,2018-01-24 00:00:00,552,MH11-XS-White,22,15.69,15,330,235.35,0.47619047619047616,94.65,0.28681818181818186
188,2018-01-24 00:00:00,336,MH12-S-Pink,45,13.5,11,495,148.5,0,346.5,0.7
189,2018-01-24 00:00:00,125,MH12-L-Blue,42,14.7,10,420,147,0.045454545454545456,273,0.65
190,2018-01-25 00:00:00,716,MH10-XL-Red,41,13.47,50,2050,673.5,0.06818181818181818,1376.5,0.6714634146341464
191,2018-01-25 00:00:00,448,MH12-L-Green,30,17.1,36,1080,615.6,0.23076923076923078,464.4,0.43
192,2018-01-25 00:00:00,288,MH12-L-Red,23,10.64,38,874,404.32,0.41025641025641024,469.68,0.5373913043478261
193,2018-01-25 00:00:00,300,MH10-XS-Red,28,18.22,41,1148,747.02,0.3488372093023256,400.98,0.3492857142857143
194,2018-01-25 00:00:00,165,MH12-M-Blue,44,20.17,4,176,80.68,0,95.32,0.541590909090909
195,2018-01-26 00:00:00,754,MH12-M-Green,34,14.270000000000001,3,102,42.81,0.20930232558139536,59.19,0.5802941176470588
196,2018-01-26 00:00:00,278,MH11-XS-White,38,15.69,1,38,15.69,0.09523809523809523,22.310000000000002,0.5871052631578948
197,2018-01-26 00:00:00,556,MH12-M-Red,41,26.26,3,123,78.78,0.08888888888888889,44.22,0.3595121951219512
198,2018-01-26 00:00:00,510,MH12-S-Blue,41,14.299999999999999,36,1476,514.8,0,961.2,0.651219512195122
199,2018-01-26 00:00:00,749,MH12-S-Green,45,22.3,34,1530,758.2,0,771.8,0.5044444444444444
200,2018-01-26 00:00:00,126,MH12-S-Red,43,23.669999999999998,31,1333,733.77,0.044444444444444446,599.23,0.44953488372093026
201,2018-01-27 00:00:00,526,MH12-XL-Blue,23,12.18,4,92,48.72,0.4888888888888889,43.28,0.47043478260869565
202,2018-01-27 00:00:00,140,MH12-XL-Green,45,15.03,38,1710,571.14,0,1138.8600000000001,0.666
203,2018-01-27 00:00:00,692,MH12-XL-Red,33,12.620000000000001,14,462,176.68,0.26666666666666666,285.32,0.6175757575757576
204,2018-01-28 00:00:00,474,MH12-XS-Blue,31,14.429999999999998,42,1302,606.06,0.29545454545454547,695.94,0.5345161290322581
205,2018-01-28 00:00:00,494,MH12-XS-Green,43,13.88,23,989,319.24,0,669.76,0.6772093023255814
206,2018-01-28 00:00:00,574,MH12-XS-Red,22,12.98,31,682,402.38,0.5,279.62,0.41000000000000003
207,2018-01-29 00:00:00,531,MH13-S-Pink,25,9.6,16,400,153.6,0.4444444444444444,246.4,0.616
208,2018-01-29 00:00:00,34,MH05-XS-Red,38,18.63,36,1368,670.68,0.15555555555555556,697.32,0.5097368421052632
209,2018-01-29 00:00:00,460,MH12-M-Blue,41,20.169999999999998,6,246,121.02,0.06818181818181818,124.98,0.5080487804878049
210,2018-01-29 00:00:00,251,MH13-L-Blue,44,19.54,40,1760,781.6,0.022222222222222223,978.4,0.5559090909090909
211,2018-01-29 00:00:00,428,MH13-L-Green,28,11.57,42,1176,485.94,0.3170731707317073,690.06,0.5867857142857142
212,2018-01-29 00:00:00,379,MH13-L-Lavender,36,10.76,41,1476,441.16,0.18181818181818182,1034.84,0.701111111111111
213,2018-01-29 00:00:00,760,MH13-M-Blue,29,14.579999999999998,46,1334,670.68,0.3409090909090909,663.32,0.49724137931034484
214,2018-01-29 00:00:00,374,MH03-M-Green,45,17.55,30,1350,526.5,0,823.5,0.61
215,2018-01-29 00:00:00,502,MH05-S-White,44,21.09,6,264,126.54,0,137.45999999999998,0.5206818181818181
216,2018-01-30 00:00:00,567,MH13-M-Green,40,22.97,37,1480,849.89,0.1111111111111111,630.11,0.42575
217,2018-01-30 00:00:00,718,MH13-M-Lavender,32,13.23,17,544,224.91,0.28888888888888886,319.09000000000003,0.5865625000000001
218,2018-01-30 00:00:00,644,MH13-S-Blue,29,16.1,41,1189,660.1,0.12121212121212122,528.9,0.44482758620689655
219,2018-01-31 00:00:00,732,MH13-S-Green,42,14.13,44,1848,621.72,0.045454545454545456,1226.28,0.6635714285714286
220,2018-01-31 00:00:00,704,MH13-S-Lavender,20,14.05,31,620,435.55,0.5348837209302325,184.45,0.2975
221,2018-01-31 00:00:00,730,MH13-XL-Blue,29,13.049999999999999,38,1102,495.9,0.275,606.1,0.55
222,2018-01-31 00:00:00,444,MH13-XL-Green,36,17.43,49,1764,854.07,0.16279069767441862,909.93,0.5158333333333333
